,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Electricité,241,407,310,113,460,6,14,6,4,12,187,2630,5661,8781,10567,17269,21758,24910,30945,42262,49810
